,precision,recall,f1-score,support
0,0.7953690395671289,0.3765365699905442,0.5111086210233582,199877.0
1,0.5917040726057469,0.9031641802987642,0.7149873210245324,199957.0
accuracy,0.6399030597698044,0.6399030597698044,0.6399030597698044,0.6399030597698044
macro avg,0.6935365560864379,0.6398503751446543,0.6130479710239454,399834.0
weighted avg,0.6935161811341365,0.6399030597698044,0.6130683673584243,399834.0
